Y	X1	X2	X3	X4	X5	X6	X7	X8	X9	X10
0.175795805846404	-0.801359432414454	-0.801359432414454	-0.801359432414454	-0.801359432191985	-0.801359432430301	-0.801359432364032	-0.912566231558706	-0.686784138923039	-0.405260811052344	0.265999368699507
2.09237037722499	1.21230419387376	1.21230419387376	1.21230419387376	1.21230419363511	1.21230419411257	1.21230419363155	1.13396939617045	0.149594744771953	3.1088878563766	0.265999368699507
0.0284923171565847	-0.926533116762465	-0.926533116762465	-0.926533116762465	-0.926533117035075	-0.926533116469691	-0.926533117016874	-1.03978331054517	-0.200548310361903	-0.405260811052344	0.265999368699507
-0.0503107329196166	-0.718817364250724	-0.718817364250724	-0.718817364250724	-0.718817364484754	-0.718817364471296	-0.718817364265952	-0.828676708360679	0.342911949566532	1.61429314075467	0.265999368699507
1.95138704689576	1.27398398043999	1.27398398043999	1.27398398043999	1.27398398088177	1.27398398052662	1.27398398095415	1.1966560726969	1.34530352691006	-0.405260811052344	0.481324501370951
-0.721127422173195	-0.781404206948432	-0.781404206948432	-0.781404206948432	-0.781404206906299	-0.781404207014024	-0.781404206592373	0.292308572682235	-1.16850083116801	-0.405260811052344	0.265999368699507
0.0673877594708491	-0.990329367286352	-0.990329367286352	-0.990329367286352	-0.990329367049692	-0.99032936648661	-0.990329367409513	-1.1046210011823	0.186286728146768	1.76099197970623	0.265999368699507
-0.998313972613819	-0.284700512554781	-0.284700512554781	-0.284700512554781	-0.284700512799044	-0.284700512383098	-0.284700512089489	0.292308572682235	-0.745258561599417	-0.405260811052344	0.265999368699507
-1.06499537208642	0.0398440125038934	0.0398440125038934	0.0398440125038934	0.0398440126181084	0.039844012082771	0.0398440119582343	-0.057630581974559	1.50972033092393	-0.405260811052344	0.265999368699507
-0.135568180116427	0.111433382226674	0.111433382226674	0.111433382226674	0.111433382251666	0.111433381969159	0.111433382256997	0.0151274462775998	-0.518678179900396	-0.405260811052344	-0.72318428450438
-0.7927578174216	1.1184239303509	1.1184239303509	1.1184239303509	1.11842393052271	1.11842393029848	1.11842393066484	1.03855658666984	1.882296364555	-0.405260811052344	0.265999368699507
-0.928601250097009	1.45085984019232	1.45085984019232	1.45085984019232	1.45085983980876	1.45085983984102	1.45085983952085	1.37641933713968	1.04467211942313	-0.405260811052344	0.265999368699507
2.03774319786285	1.14155385018231	1.14155385018231	1.14155385018231	1.14155385048025	1.14155385059602	1.1415538499957	1.06206408997612	-1.41656043431824	-0.405260811052344	0.265999368699507
-0.254727910091143	1.79009866683025	1.79009866683025	1.79009866683025	1.79009866654587	1.7900986666874	1.79009866718056	1.72119605959967	-1.06432373613679	-0.405260811052344	0.265999368699507
-0.567885005524726	-1.21406977009089	-1.21406977009089	-1.21406977009089	-1.21406976968829	-1.21406977013319	-1.21406976971688	-1.33201384859187	-0.702908500090546	-0.405260811052344	0.265999368699507
-0.967766201015057	-0.795917097720354	-0.795917097720354	-0.795917097720354	-0.795917098023161	-0.795917097750378	-0.795917098157748	-0.907035053757977	0.749187936108524	-0.405260811052344	-4.01413011605869
-0.237171194144657	-0.939231896318822	-0.939231896318822	-0.939231896318822	-0.939231896762329	-0.939231897040824	-0.939231896482921	-1.05268939103718	0.627469398434986	-0.405260811052344	0.265999368699507
0.0944876025108542	-0.103198669883573	-0.103198669883573	-0.103198669883573	-0.103198669256641	-0.103198669218401	-0.103198669865794	-0.203008360833085	0.0120304138425832	-0.405260811052344	0.265999368699507
0.27156095123538	-0.582940422369254	-0.582940422369254	-0.582940422369254	-0.582940422546963	-0.582940422716221	-0.582940422201305	-0.690581646053203	-1.34591082018513	-0.405260811052344	0.265999368699507
